,text,author
2504,Great news: The uninsured rate in the U.S. has dropped to 12.9 percent. http://t.co/NN9hlDz4lU #Obamacare,Obama
2505,"""America's coming back. And I'm going to be on your side every step of the way."" —President Obama #MadeInAmerica",Obama
2506,"""We may not all be rooting for the Lions, but America is rooting for Detroit."" —President Obama",Obama
2507,"""Saving the American auto industry was the right thing to do."" —President Obama #MadeInAmerica",Obama
2508,"""No matter how tough times get, Americans are tougher."" —President Obama #MadeInAmerica",Obama
2509,"""We can help every American get the education they need to get ahead in this country."" —President Obama",Obama
2510,"""America's resurgence is real. Don't let anybody tell you otherwise."" —President Obama #MadeInAmerica",Obama
2511,"""We've now had a 57-month streak of private-sector job creation."" —President Obama #MadeInAmerica",Obama
2512,"""Last year was the strongest year for job growth since the 1990s."" —President Obama #MadeInAmerica",Obama
2513,"""Detroit always comes back."" —President Obama",Obama
2514,LIVE: The President is speaking about his decision to save the American auto industry and over 1 million jobs. http://t.co/w9DcbxkqM4,Obama
2515,Tune in at 3:45 p.m. ET to watch President Obama speak from Michigan about the resurgent American auto industry: http://t.co/pulmupK8pw,Obama
2516,Having health care is a big deal. Check out your options today: http://t.co/AWge8ONMEc #GetCovered,Obama
2517,Don't forget: This is why we fought for health care reform. http://t.co/flVyNsADeB,Obama
2518,"After almost a week into the new year, keep up your #Healthy2015 resolution by getting covered: http://t.co/7L2KuOebhk",Obama
2519,"""Obamacare's guaranteed health coverage changes lives in first year"" More from @latimes: http://t.co/m6779CFYYq",Obama
2520,Take care of yourself today—#GetCovered for tomorrow: http://t.co/K6YlS8Nqvp,Obama
2521,"""I will miss Stuart Scott ... Over the years, he entertained us, and in the end, he inspired us—with courage and love."" —President Obama",Obama
2522,Watch the weekly address: @VP Biden wants people to #GetCovered in the new year. http://t.co/qgvyiUqMAy,Obama
2523,Today is a great day to #GetCovered: http://t.co/byEF3kuhPO,Obama
2524,Make getting health insurance one of the first things you do this year: http://t.co/cKqOOpYAmL,Obama
2525,Here's to a happy and healthy 2015.,Obama
2526,LAST CALL: Chip in to keep building a truly grassroots movement. http://t.co/HBlfeiP9Xx,Obama
2527,MIDNIGHT DEADLINE: Chip in now to keep pushing this movement forward. http://t.co/4WrpJWXTYH,Obama
2528,Own a part of this movement—chip in now: http://t.co/nXfjR8saF0,Obama
2529,What motivates you to fight for change? Take this one-question survey: http://t.co/2cAkZL0Pd5,Obama
2530,"Before the ball drops, make sure you chip in to help fight for change in 2015: http://t.co/m9rFZYIPyI",Obama
2531,Let's fight for progress next year: http://t.co/FnSnZ2w947 http://t.co/M5eLrCJmXl,Obama
2532,President Obama wants to know what's at the top of your agenda in 2015: http://t.co/IrFOeMq4We,Obama
2533,Not much time left—chip in and help start 2015 strong: http://t.co/q1wOgs79Wd,Obama
2534,This is how grassroots organizing is making progress in the fight to reduce gun violence: http://t.co/uNPuiyArZz,Obama
2535,Your support is building a movement of millions: http://t.co/Xaxw5nW2dE,Obama
2536,This deadline matters for anyone who believes in fighting for change—chip in today: http://t.co/uuowMGeGbP,Obama
2537,Don't let up. Keep fighting for what you believe in—chip in right now: http://t.co/NH3zVlypbU,Obama
2538,"Your voice matters. Own a piece of this movement, and let's start 2015 off strong: http://t.co/IRXaMGSmhd http://t.co/NiEqKhU3Ne",Obama
2539,You can make a difference for next year right now—chip in today: http://t.co/QkcqRBJ8Cw,Obama
2540,Take this survey—it's only one question: http://t.co/S5cMYwNwyM http://t.co/Iypp6BaRLg,Obama
2541,Let's start 2015 strong—chip in right now: http://t.co/9cgXroTncH,Obama
2542,Take a moment and say what you're ready to fight for in 2015: http://t.co/aACkumiQ2a,Obama
2543,See why 2014 was a breakthrough year for America: http://t.co/N9MTRCk2Tr,Obama
2544,Chip in to be a part of this movement for change: http://t.co/sF6Dt2CVOE,Obama
2545,There's a lot to do next year—chip in right now: http://t.co/WDiIh17x5W,Obama
2546,Your commitment makes this grassroots movement what it is. Own a piece of it: http://t.co/yigPpDypzD http://t.co/vm4jQBLacQ,Obama
2547,Send a message—show you stand with progress in 2015: http://t.co/YtUW3yhGmN,Obama
2548,This will take you less than a minute: http://t.co/jDFr1rASkp http://t.co/nGlIQyNV2S,Obama
2549,Chip in if you want to help make progress on the issues you care most about next year: http://t.co/zjfFDAuN3H,Obama
2550,"President Obama: ""I won't stop fighting for the American people until the day I leave this office. That's a promise."" http://t.co/nSu23qqy51",Obama
2551,This is a big deadline—don't miss out. http://t.co/ZD8kRmtvrd,Obama
2552,Answer this one question survey: What issue will you keep fighting for in 2015? http://t.co/b3cA5hFOAs,Obama
2553,Read President Obama's latest message to @OFA supporters about fighting alongside him in 2015: http://t.co/etpJ9hKCXl,Obama
2554,Grassroots organizing: This is worth investing in. http://t.co/JhGk7WzYb2,Obama
2555,"""Michelle and I extend our warmest wishes to those celebrating Kwanzaa this holiday season."" —President Obama",Obama
2556,ICYMI: Our economy is growing at its fastest pace in 11 years. http://t.co/V8PQsi0xTV,Obama
2557,Watch President Obama and the First Lady wish all Americans a merry Christmas and happy holidays: http://t.co/qka9eDzema,Obama
2558,Have a merry Christmas. http://t.co/GSZGooiSuV,Obama
2559,Say hello to friends you know and everyone you meet. http://t.co/1dqIXBb5En,Obama
2560,LAST CHANCE: Sign this holiday card for President Obama before it's too late. http://t.co/91anPLpWbw,Obama
2561,Plan ahead and #GetCovered: http://t.co/lx0wqqvoew http://t.co/tnWkhhBaxs,Obama
2562,President Obama vowed that 2014 would be a year of action. Read how he delivered on that promise: http://t.co/MOneLVsomF,Obama
2563,"In the third quarter, the U.S. economy grew at its strongest rate in over a decade. Read more: http://t.co/RvRppypYH2",Obama
2564,Only a few hours left to make sure your name is on @OFA's holiday card for President Obama: http://t.co/Y17OyoMSOy,Obama
2565,It's the holiday season—sign this card for President Obama: http://t.co/1hMgLtyJF4,Obama
2566,You care about your loved ones. So make sure they get covered: http://t.co/a5M6hCqHJr http://t.co/jcnUme7Kpz,Obama
2567,There's still time to sign the @OFA holiday card for the President: http://t.co/5OjHNUN4Ry http://t.co/A5zmhyNqvH,Obama
2568,"""Pick any metric you want—America’s resurgence is real."" Watch President Obama's weekly address: http://t.co/netUWCKifQ",Obama
2569,"When you're with your family this holiday season, talk to your loved ones about getting covered: http://t.co/kC7gtb9kVW",Obama
2570,"In this week's address, President Obama reflects on the progress we made in 2014. http://t.co/tFvgPaMpln",Obama
2571,Five reasons why 2014 was a breakthrough year for America: http://t.co/jDHOxCD1qu h/t @pfeiffer44,Obama
2572,Happening now: President Obama is holding a news conference. Tune in here: http://t.co/N63V3ISNRt,Obama
2573,Be prepared. #GetCovered today: http://t.co/HwTIybUwwu #BuyNowSaveLater http://t.co/kWiW9Z0lhN,Obama
2574,Send season's greetings to President Obama—you can even include a personal note: http://t.co/S7sdjc1ti3,Obama
2575,"After nine years, the best source of ""truthiness"" is coming to an end. Congratulations @StephenAtHome. http://t.co/JXAj5ATaxz",Obama
2576,You don't need a stamp to send this holiday card: http://t.co/6A2LrzrfdI http://t.co/HLrlPExFvZ,Obama
2577,These folks are ready to lead in the fight against climate change: http://t.co/NTe2Ud0HVj #ActOnClimate,Obama
2578,Wish the President happy holidays. Sign OFA's card: http://t.co/1gu5jGVUm1,Obama
2579,"""Number of Uninsured Americans Near Historic Low"" More from @TIME: http://t.co/dPh09nEq5f #Obamacare",Obama
2580,It's beginning to look a lot like holiday card season. Sign @OFA's card for President Obama: http://t.co/Vt6jYma7ol http://t.co/ImEmwOds7o,Obama
2581,"""Obamacare’s Best Week Yet Brings 1 Million New Sign-Ups"" More from @business: http://t.co/cg8dNfzgg4",Obama
2582,Sign @OFA's holiday card for President Obama—then send a note to tell him what you'll be fighting for in 2015: http://t.co/ViIt9CvxED,Obama
2583,Happening now: President Obama delivers a statement on Cuba. http://t.co/CubTW5ywQZ,Obama
2584,"WATCH: President Obama took action to protect Bristol Bay in Alaska, one of America's greatest natural treasures. http://t.co/zy2NmVYVcb",Obama
2585,Chag Sameach. #HappyHanukkah,Obama
2586,Year in review: The U.S. economy took a major step forward in 2014. http://t.co/NArxqNBlkj,Obama
2587,LAST CALL: There are only a few hours left to enroll for coverage that starts January 1st. http://t.co/h621ydbl5q #GetCovered,Obama
2588,Today is your last chance to enroll for health coverage that starts New Year's Day: http://t.co/ub7eg9YXPk,Obama
2589,Get covered today: Sign up right now to get health coverage that begins January 1st. http://t.co/PTsdtrU0jU,Obama
2590,"""When the world calls on America, we call on you—our men and women in uniform."" —President Obama #JoiningForces",Obama
2591,"""We're free and safe and secure over here because you're willing to serve over there."" —President Obama #JoiningForces",Obama
2592,"""We can never thank you enough."" —President Obama addressing the troops #JoiningForces",Obama
2593,"""When it comes to our troops ... We stand united."" —President Obama #JoiningForces",Obama
2594,LIVE: President Obama is in New Jersey thanking the troops for all they do for our country. Tune in: http://t.co/fIXYoTgtB2,Obama
2595,President Obama is speaking to American troops at 2:45 p.m. ET to express his gratitude for their service: http://t.co/79jE6etBTj,Obama
2596,DEADLINE: Sign up today for health insurance that starts on January 1st. http://t.co/8o14g0EACw http://t.co/6ZwusSVbPe,Obama
2597,You don't have much time left to start 2015 with health insurance. Sign up here: http://t.co/Npmwx8ZfwN #GetCovered,Obama
2598,Tomorrow's deadline to #GetCovered for the new year is important: Don't miss it. http://t.co/JyK9eKqRyP http://t.co/5MmJojpa4C,Obama
2599,"Get covered today, and you'll have health insurance on day one of 2015: http://t.co/uDxnuG0fjr",Obama
